Claim_Number,Policy_Number,Customer_ID,Vehicle_Age,IDV,Claim_Amount,Loss_Date,Intimation_Date,Claim_Cause,Garage_ID,Location
CLM0564,POL153,CUST551,10,207570.0,189407.59577512502,2024-03-20 14:16:03,2024-03-21 14:16:03,Major Accident,GAR004,Madurai
CLM0565,POL164,CUST269,14,136269.29999999996,85287.88579955595,2023-02-09 13:20:38,2023-02-13 13:20:38,Fire,GAR001,Coimbatore
CLM0566,POL107,CUST038,4,540366.4,244620.45577215226,2024-06-06 07:00:38,2024-06-14 07:00:38,Theft,GAR035,Coimbatore
CLM0567,POL384,CUST093,2,509801.4,333846.1731522095,2024-05-26 22:25:32,2024-05-31 22:25:32,Fire,GAR030,Madurai
CLM0568,POL383,CUST524,7,592965.1,505405.3420312737,2023-08-23 03:05:11,2023-08-27 03:05:11,Major Accident,GAR017,Coimbatore
CLM0569,POL196,CUST098,10,398484.5,181286.15291967,2024-04-27 21:37:06,2024-05-03 21:37:06,Minor Accident,GAR026,Bangalore
CLM0570,POL124,CUST752,7,348073.69999999995,291219.6882540677,2023-06-22 11:33:32,2023-06-27 11:33:32,Fire,GAR020,Chennai
CLM0571,POL016,CUST555,6,694703.1,665648.0216307946,2023-08-30 06:09:52,2023-09-07 06:09:52,Fire,GAR039,Coimbatore
CLM0572,POL245,CUST352,11,440812.35,226585.62797216515,2023-07-23 00:56:15,2023-07-23 00:56:15,Major Accident,GAR005,Coimbatore
CLM0573,POL005,CUST788,14,166808.09999999998,104385.47063785695,2023-12-01 02:17:55,2023-12-04 02:17:55,Minor Accident,GAR044,Chennai
CLM0574,POL204,CUST110,7,206705.84999999998,102696.64342368155,2023-02-21 15:42:48,2023-02-23 15:42:48,Minor Accident,GAR023,Bangalore
CLM0575,POL099,CUST220,14,97282.19999999998,93663.25380234049,2023-03-04 08:13:26,2023-03-05 08:13:26,Self Accident,GAR008,Bangalore
CLM0576,POL090,CUST442,12,146939.99999999997,128741.28219432643,2023-08-11 07:13:43,2023-08-16 07:13:43,Minor Accident,GAR007,Chennai
CLM0577,POL257,CUST100,5,626861.25,535890.4722093256,2024-11-17 11:18:30,2024-11-19 11:18:30,Theft,GAR004,Madurai
CLM0578,POL096,CUST778,12,332789.19999999995,320905.6106279105,2024-05-05 03:52:12,2024-05-11 03:52:12,Theft,GAR022,Chennai
CLM0579,POL387,CUST434,8,259554.0,99792.86340580425,2024-09-14 17:08:01,2024-09-15 17:08:01,Minor Accident,GAR023,Bangalore
CLM0580,POL285,CUST533,11,213427.34999999998,179649.30771569876,2023-07-19 04:06:22,2023-07-22 04:06:22,Major Accident,GAR019,Madurai
CLM0581,POL270,CUST263,13,194845.69999999998,149274.18725874342,2024-07-19 16:35:54,2024-07-20 16:35:54,Minor Accident,GAR024,Bangalore
CLM0582,POL276,CUST023,1,368261.8,275889.88926725235,2024-08-07 00:31:04,2024-08-13 00:31:04,Flood Damage,GAR045,Madurai
CLM0583,POL187,CUST071,8,206230.19999999998,79533.6714871062,2023-08-06 18:34:39,2023-08-15 18:34:39,Fire,GAR046,Madurai
CLM0584,POL170,CUST094,14,242155.19999999995,182180.5637337239,2024-08-22 07:17:03,2024-08-23 07:17:03,Minor Accident,GAR004,Madurai
CLM0585,POL141,CUST436,0,506297.0,387763.22696210677,2023-11-10 07:45:06,2023-11-12 07:45:06,Minor Accident,GAR011,Bangalore
CLM0586,POL002,CUST335,5,566986.5,343701.51931908814,2023-02-05 22:26:28,2023-02-07 22:26:28,Minor Accident,GAR035,Coimbatore
CLM0587,POL300,CUST304,11,362812.94999999995,348039.0592927439,2024-11-23 11:16:41,2024-11-23 11:16:41,Major Accident,GAR019,Madurai
CLM0588,POL166,CUST057,12,226157.99999999994,176130.79905709793,2023-08-02 10:03:10,2023-08-04 10:03:10,Major Accident,GAR008,Bangalore
CLM0589,POL137,CUST190,2,839676.6,718984.5472593338,2024-10-26 13:02:30,2024-11-03 13:02:30,Theft,GAR016,Bangalore
CLM0590,POL220,CUST017,14,282010.19999999995,162243.5193355085,2023-06-28 21:43:23,2023-07-07 21:43:23,Major Accident,GAR005,Coimbatore
CLM0591,POL270,CUST516,5,581741.25,199301.08900410708,2024-01-18 13:51:04,2024-01-19 13:51:04,Theft,GAR011,Bangalore
CLM0592,POL105,CUST110,4,530664.0,282133.2871282027,2024-03-24 06:34:07,2024-03-28 06:34:07,Fire,GAR033,Bangalore
CLM0593,POL186,CUST298,8,373322.39999999997,180045.17904038116,2023-01-06 23:11:34,2023-01-07 23:11:34,Fire,GAR043,Bangalore
CLM0594,POL002,CUST262,1,514155.19999999995,360979.688283321,2023-10-21 00:57:13,2023-10-25 00:57:13,Fire,GAR046,Madurai
CLM0595,POL191,CUST109,10,487160.5,436820.8067859435,2024-07-03 05:07:00,2024-07-05 05:07:00,Major Accident,GAR018,Chennai
CLM0596,POL277,CUST120,3,581094.0,432693.10432624957,2024-11-22 13:50:50,2024-11-25 13:50:50,Theft,GAR029,Madurai
CLM0597,POL374,CUST650,3,654931.7999999999,465763.13567022444,2024-02-20 07:32:48,2024-02-28 07:32:48,Major Accident,GAR015,Chennai
CLM0598,POL123,CUST614,0,884410.0,882851.907769575,2023-09-10 15:10:45,2023-09-13 15:10:45,Flood Damage,GAR003,Chennai
CLM0599,POL128,CUST320,0,952363.0,427505.5202835976,2023-12-22 07:38:12,2023-12-28 07:38:12,Minor Accident,GAR003,Chennai
CLM0600,POL067,CUST072,5,454089.75,422101.29178779054,2024-03-28 18:23:05,2024-04-02 18:23:05,Minor Accident,GAR016,Bangalore
CLM0601,POL181,CUST021,6,687323.0,512643.4368700734,2024-05-07 21:18:34,2024-05-16 21:18:34,Minor Accident,GAR028,Chennai
CLM0602,POL038,CUST115,7,573263.6,536351.2220867991,2024-12-12 09:04:30,2024-12-17 09:04:30,Minor Accident,GAR024,Bangalore
CLM0603,POL056,CUST610,14,249751.19999999995,203755.83453452008,2024-03-12 21:26:14,2024-03-13 21:26:14,Minor Accident,GAR030,Madurai
CLM0604,POL339,CUST248,8,298998.0,172891.7075758199,2024-12-30 04:32:17,2025-01-04 04:32:17,Minor Accident,GAR050,Madurai
CLM0605,POL282,CUST207,5,236963.25,119129.92540000194,2023-10-03 15:11:33,2023-10-05 15:11:33,Minor Accident,GAR013,Chennai
CLM0606,POL237,CUST358,11,310784.39999999997,233606.2889026267,2024-01-09 05:04:11,2024-01-13 05:04:11,Theft,GAR030,Madurai
CLM0607,POL269,CUST585,5,559810.5,442561.6155009315,2023-08-03 04:26:22,2023-08-04 04:26:22,Flood Damage,GAR020,Chennai
CLM0608,POL302,CUST047,2,746605.8,238378.08546884145,2024-11-25 22:51:57,2024-12-01 22:51:57,Major Accident,GAR044,Chennai
CLM0609,POL301,CUST702,10,360590.5,340067.06030751136,2023-08-01 18:56:00,2023-08-08 18:56:00,Minor Accident,GAR050,Madurai
CLM0610,POL046,CUST688,7,197558.39999999997,92655.61802491524,2024-06-03 02:36:28,2024-06-06 02:36:28,Minor Accident,GAR023,Bangalore
CLM0611,POL007,CUST439,9,434529.7,236200.86300703592,2024-03-11 10:04:03,2024-03-11 10:04:03,Fire,GAR022,Chennai
CLM0612,POL264,CUST260,7,275374.44999999995,206739.23298054,2024-03-14 01:00:19,2024-03-21 01:00:19,Flood Damage,GAR018,Chennai
CLM0613,POL176,CUST285,13,268149.7,228105.9029388237,2024-11-20 23:41:04,2024-11-26 23:41:04,Flood Damage,GAR006,Bangalore
CLM0614,POL176,CUST314,11,403721.55,258078.14889221056,2023-07-17 02:08:59,2023-07-22 02:08:59,Fire,GAR039,Coimbatore
CLM0615,POL068,CUST007,7,383200.99999999994,322450.4121667988,2023-05-31 01:56:39,2023-06-09 01:56:39,Self Accident,GAR012,Madurai
CLM0616,POL245,CUST560,0,702588.0,656424.0478059463,2023-04-26 22:43:40,2023-05-03 22:43:40,Fire,GAR040,Coimbatore
CLM0617,POL165,CUST160,12,216448.79999999996,81352.58687587267,2023-12-07 13:50:46,2023-12-10 13:50:46,Minor Accident,GAR034,Chennai
CLM0618,POL013,CUST107,10,399963.5,227044.9940819385,2024-01-18 12:11:29,2024-01-27 12:11:29,Minor Accident,GAR023,Bangalore
CLM0619,POL359,CUST777,2,842845.5,262004.92623158055,2023-07-01 04:13:43,2023-07-09 04:13:43,Theft,GAR026,Bangalore
CLM0620,POL001,CUST680,4,756917.6000000001,693961.4965479495,2023-10-07 18:48:18,2023-10-13 18:48:18,Theft,GAR026,Bangalore
CLM0621,POL174,CUST318,9,444077.15,424526.6776937597,2024-01-12 21:37:07,2024-01-15 21:37:07,Flood Damage,GAR002,Madurai
CLM0622,POL332,CUST514,5,265332.75,161315.4785770581,2024-03-12 18:58:25,2024-03-19 18:58:25,Flood Damage,GAR015,Chennai
CLM0623,POL056,CUST507,10,323217.0,194356.10009507538,2024-12-14 20:32:26,2024-12-22 20:32:26,Minor Accident,GAR048,Coimbatore
CLM0624,POL142,CUST639,2,347987.7,149530.3138239496,2024-03-02 23:21:57,2024-03-02 23:21:57,Minor Accident,GAR002,Madurai
CLM0625,POL176,CUST142,7,253143.79999999996,117032.31400691679,2024-06-23 07:20:45,2024-07-01 07:20:45,Minor Accident,GAR026,Bangalore
CLM0626,POL302,CUST322,9,313852.0,228255.03238529895,2023-01-06 13:06:19,2023-01-14 13:06:19,Flood Damage,GAR026,Bangalore
CLM0627,POL226,CUST595,9,413635.75000000006,166477.33219811134,2024-03-15 00:11:02,2024-03-22 00:11:02,Major Accident,GAR037,Bangalore
CLM0628,POL266,CUST392,10,421926.0,402129.5409745775,2024-01-30 13:03:00,2024-02-08 13:03:00,Self Accident,GAR034,Chennai
CLM0629,POL253,CUST732,4,605456.0,407610.3742058725,2024-04-23 09:20:07,2024-04-24 09:20:07,Major Accident,GAR050,Madurai
CLM0630,POL178,CUST517,0,380026.0,212729.4953759596,2024-06-18 20:11:52,2024-06-19 20:11:52,Minor Accident,GAR019,Madurai
CLM0631,POL348,CUST275,14,99854.99999999997,45029.837838877276,2023-05-31 14:00:15,2023-06-07 14:00:15,Theft,GAR048,Coimbatore
CLM0632,POL260,CUST435,3,326998.39999999997,195561.11077102655,2023-03-30 01:39:40,2023-04-03 01:39:40,Minor Accident,GAR026,Bangalore
CLM0633,POL355,CUST629,0,346201.0,335699.30354517035,2024-05-25 23:30:39,2024-06-01 23:30:39,Fire,GAR007,Chennai
CLM0634,POL027,CUST715,7,215330.69999999998,201938.34353716907,2024-03-22 21:28:00,2024-03-22 21:28:00,Major Accident,GAR030,Madurai
CLM0635,POL312,CUST034,10,228769.0,220432.97212156214,2024-07-27 15:00:03,2024-07-27 15:00:03,Theft,GAR034,Chennai
CLM0636,POL216,CUST059,8,441925.2,241873.43924219065,2023-07-07 16:28:29,2023-07-14 16:28:29,Minor Accident,GAR043,Bangalore
CLM0637,POL218,CUST794,4,377636.0,291875.7240357581,2024-09-03 04:37:04,2024-09-12 04:37:04,Minor Accident,GAR043,Bangalore
CLM0638,POL353,CUST560,11,213137.99999999997,123461.92439045107,2024-08-10 03:19:56,2024-08-12 03:19:56,Minor Accident,GAR045,Madurai
CLM0639,POL398,CUST761,9,229627.2,222327.85992280845,2023-07-06 06:34:08,2023-07-07 06:34:08,Minor Accident,GAR023,Bangalore
CLM0640,POL347,CUST599,12,314193.99999999994,185036.9238871311,2024-08-08 01:47:08,2024-08-16 01:47:08,Minor Accident,GAR038,Madurai
CLM0641,POL263,CUST282,11,305925.3,130075.5094005126,2024-06-19 04:40:33,2024-06-27 04:40:33,Minor Accident,GAR013,Chennai
CLM0642,POL016,CUST573,13,157330.59999999998,67017.2393974139,2023-06-11 08:33:39,2023-06-19 08:33:39,Theft,GAR004,Madurai
CLM0643,POL173,CUST429,12,347964.79999999993,241134.95627257612,2024-08-29 02:11:00,2024-09-01 02:11:00,Minor Accident,GAR024,Bangalore
CLM0644,POL241,CUST529,2,746829.9,391952.8545399874,2024-09-29 16:39:58,2024-10-08 16:39:58,Self Accident,GAR037,Bangalore
CLM0645,POL228,CUST283,5,302295.75,180341.32286213565,2024-05-30 02:06:45,2024-06-01 02:06:45,Theft,GAR022,Chennai
CLM0646,POL398,CUST340,12,278996.39999999997,88030.76325343968,2023-10-24 01:40:34,2023-11-02 01:40:34,Major Accident,GAR018,Chennai
CLM0647,POL365,CUST586,10,232565.5,72831.8559683483,2023-05-07 03:12:43,2023-05-15 03:12:43,Flood Damage,GAR015,Chennai
CLM0648,POL262,CUST700,5,514684.5,244023.82183352235,2023-12-24 11:14:37,2023-12-31 11:14:37,Fire,GAR003,Chennai
CLM0649,POL080,CUST403,2,604741.5,592768.7150541269,2024-11-04 14:59:32,2024-11-11 14:59:32,Major Accident,GAR016,Bangalore
CLM0650,POL077,CUST769,9,218317.55000000002,146675.56423626517,2024-05-09 15:03:04,2024-05-16 15:03:04,Flood Damage,GAR021,Chennai
CLM0651,POL104,CUST326,11,365926.05,271263.24113312585,2023-03-02 11:43:02,2023-03-06 11:43:02,Major Accident,GAR043,Bangalore
CLM0652,POL396,CUST616,14,180848.09999999995,78119.32619414882,2024-11-17 21:16:03,2024-11-25 21:16:03,Minor Accident,GAR004,Madurai
CLM0653,POL169,CUST266,13,153994.4,96482.98092993216,2023-02-04 05:04:48,2023-02-05 05:04:48,Major Accident,GAR007,Chennai
CLM0654,POL288,CUST273,13,292913.6,160161.02469453303,2024-01-30 04:55:27,2024-02-04 04:55:27,Fire,GAR014,Bangalore
CLM0655,POL300,CUST676,5,235001.25,179991.43064587662,2024-05-12 03:31:29,2024-05-19 03:31:29,Minor Accident,GAR035,Coimbatore
CLM0656,POL393,CUST306,5,472509.0,173692.132356564,2023-12-20 08:05:59,2023-12-25 08:05:59,Self Accident,GAR019,Madurai
CLM0657,POL353,CUST547,1,643060.7,434515.1503520352,2023-06-01 10:30:57,2023-06-05 10:30:57,Minor Accident,GAR009,Chennai
CLM0658,POL142,CUST012,11,328631.39999999997,100065.33825419252,2024-04-17 05:43:08,2024-04-22 05:43:08,Major Accident,GAR022,Chennai
CLM0659,POL393,CUST169,14,256215.89999999994,161950.93313486016,2023-02-19 05:13:04,2023-02-21 05:13:04,Minor Accident,GAR025,Bangalore
CLM0660,POL323,CUST678,6,367148.6,356716.42401753156,2024-12-23 13:56:51,2024-12-29 13:56:51,Minor Accident,GAR022,Chennai
CLM0661,POL315,CUST181,11,237389.39999999997,155253.48456779285,2023-06-30 23:18:33,2023-07-08 23:18:33,Minor Accident,GAR028,Chennai
CLM0662,POL285,CUST076,4,243561.6,216871.46787446493,2024-04-10 08:31:53,2024-04-14 08:31:53,Minor Accident,GAR013,Chennai
CLM0663,POL081,CUST624,7,307327.14999999997,252438.02642888253,2023-11-17 20:19:42,2023-11-20 20:19:42,Theft,GAR014,Bangalore
CLM0664,POL043,CUST094,9,411114.55000000005,206981.46248293744,2024-08-23 22:05:26,2024-08-23 22:05:26,Major Accident,GAR027,Coimbatore
CLM0665,POL111,CUST620,5,342367.5,329371.9523127066,2024-01-16 14:25:22,2024-01-24 14:25:22,Minor Accident,GAR035,Coimbatore
CLM0666,POL359,CUST197,10,212699.0,156439.3131459512,2024-01-23 14:00:00,2024-02-01 14:00:00,Minor Accident,GAR015,Chennai
CLM0667,POL222,CUST562,7,417900.5999999999,188656.32730185447,2023-03-14 08:53:57,2023-03-14 08:53:57,Theft,GAR034,Chennai
CLM0668,POL229,CUST608,10,487272.5,332436.0305129843,2023-11-14 21:40:44,2023-11-16 21:40:44,Minor Accident,GAR035,Coimbatore
CLM0669,POL189,CUST732,14,111007.19999999998,63022.78908203929,2023-12-15 15:55:10,2023-12-17 15:55:10,Flood Damage,GAR014,Bangalore
CLM0670,POL179,CUST256,12,167647.99999999997,125717.75690556872,2024-08-21 13:08:20,2024-08-23 13:08:20,Minor Accident,GAR028,Chennai
CLM0671,POL094,CUST466,1,383069.44999999995,125708.96191099175,2023-01-07 12:05:18,2023-01-08 12:05:18,Minor Accident,GAR032,Bangalore
CLM0672,POL157,CUST452,6,243032.3,136886.36601575764,2023-03-22 06:51:00,2023-03-22 06:51:00,Major Accident,GAR010,Coimbatore
CLM0673,POL194,CUST385,4,243593.6,112811.39927386963,2023-09-12 15:10:08,2023-09-16 15:10:08,Minor Accident,GAR046,Madurai
CLM0674,POL052,CUST034,6,657555.5,238675.70589030752,2023-12-28 10:22:44,2024-01-02 10:22:44,Major Accident,GAR001,Coimbatore
CLM0675,POL394,CUST236,2,599464.8,489351.1744504373,2024-10-12 14:15:09,2024-10-20 14:15:09,Fire,GAR040,Coimbatore
CLM0676,POL276,CUST692,6,697207.0,333079.82494401815,2024-01-15 12:34:57,2024-01-19 12:34:57,Theft,GAR050,Madurai
CLM0677,POL316,CUST053,14,148615.19999999995,72852.44044420931,2024-08-09 20:20:09,2024-08-10 20:20:09,Minor Accident,GAR035,Coimbatore
CLM0678,POL386,CUST374,2,798516.0,656170.642577012,2024-10-11 00:53:15,2024-10-20 00:53:15,Major Accident,GAR020,Chennai
CLM0679,POL131,CUST743,7,638540.4999999999,258369.96539429112,2023-05-01 08:51:14,2023-05-01 08:51:14,Theft,GAR030,Madurai
CLM0680,POL149,CUST268,11,250254.89999999997,169784.7993932755,2024-04-24 09:13:25,2024-04-28 09:13:25,Flood Damage,GAR025,Bangalore
CLM0681,POL230,CUST711,7,617804.2,345504.8534178823,2023-04-28 08:54:40,2023-05-01 08:54:40,Major Accident,GAR046,Madurai
CLM0682,POL269,CUST383,3,844702.7999999999,524342.2543883194,2024-02-12 14:16:32,2024-02-18 14:16:32,Theft,GAR027,Coimbatore
CLM0683,POL046,CUST525,12,225472.79999999996,179347.11526035087,2024-06-23 20:36:04,2024-06-29 20:36:04,Theft,GAR010,Coimbatore
CLM0684,POL376,CUST127,1,705978.25,227254.26406541985,2023-08-06 21:52:57,2023-08-06 21:52:57,Theft,GAR017,Coimbatore
CLM0685,POL152,CUST194,14,260154.29999999993,234721.15872580704,2024-02-17 21:57:47,2024-02-20 21:57:47,Major Accident,GAR034,Chennai
CLM0686,POL024,CUST683,4,711792.8,461107.2911089768,2024-11-12 15:05:25,2024-11-15 15:05:25,Major Accident,GAR043,Bangalore
CLM0687,POL030,CUST326,8,436557.6,265006.1834746821,2023-05-25 10:43:43,2023-05-25 10:43:43,Minor Accident,GAR045,Madurai
CLM0688,POL308,CUST731,4,361864.0,247795.62990068665,2024-11-06 02:17:10,2024-11-13 02:17:10,Flood Damage,GAR026,Bangalore
CLM0689,POL355,CUST652,4,390891.2,160694.34573111942,2024-01-18 02:48:23,2024-01-22 02:48:23,Minor Accident,GAR009,Chennai
CLM0690,POL188,CUST310,8,399504.6,270219.32815455284,2023-10-23 19:26:25,2023-10-30 19:26:25,Self Accident,GAR022,Chennai
CLM0691,POL301,CUST279,13,289779.69999999995,183764.8144265349,2023-03-19 16:10:50,2023-03-26 16:10:50,Minor Accident,GAR007,Chennai
CLM0692,POL172,CUST123,7,349914.49999999994,236378.93084871562,2023-06-07 22:18:16,2023-06-07 22:18:16,Major Accident,GAR042,Bangalore
CLM0693,POL144,CUST697,11,142515.0,111078.78571618299,2024-01-23 01:08:35,2024-01-31 01:08:35,Minor Accident,GAR049,Chennai
CLM0694,POL395,CUST660,11,193282.65,82762.88409393693,2024-05-05 22:34:50,2024-05-11 22:34:50,Minor Accident,GAR038,Madurai
CLM0695,POL023,CUST619,8,531507.0,345739.14232525,2023-03-22 22:30:33,2023-03-24 22:30:33,Self Accident,GAR009,Chennai
CLM0696,POL365,CUST137,13,113326.84999999999,106092.91787878695,2023-08-11 07:05:49,2023-08-19 07:05:49,Major Accident,GAR016,Bangalore
CLM0697,POL359,CUST119,7,600358.8499999999,202457.8055962561,2023-01-10 05:16:15,2023-01-16 05:16:15,Major Accident,GAR023,Bangalore
CLM0698,POL247,CUST708,4,538502.4,378859.16711155773,2024-02-12 16:01:25,2024-02-20 16:01:25,Flood Damage,GAR025,Bangalore
CLM0699,POL344,CUST172,12,196732.39999999997,149171.3616322004,2023-04-30 15:59:30,2023-05-07 15:59:30,Theft,GAR005,Coimbatore
CLM0700,POL177,CUST279,0,589049.0,519656.9515060782,2023-07-22 23:01:38,2023-07-31 23:01:38,Flood Damage,GAR027,Coimbatore
CLM0701,POL181,CUST457,9,446749.05000000005,359287.35596513754,2024-02-11 23:43:09,2024-02-11 23:43:09,Major Accident,GAR013,Chennai
CLM0702,POL139,CUST524,3,672134.1,608058.4655872538,2023-06-24 20:15:09,2023-07-02 20:15:09,Theft,GAR048,Coimbatore
CLM0703,POL100,CUST531,13,254403.44999999998,205472.48617038544,2023-03-20 05:27:28,2023-03-29 05:27:28,Minor Accident,GAR011,Bangalore
CLM0704,POL074,CUST651,1,309546.1,152070.13717049392,2024-02-17 11:15:10,2024-02-20 11:15:10,Fire,GAR039,Coimbatore
CLM0705,POL216,CUST033,3,266890.64999999997,177496.13456678012,2023-01-02 20:38:21,2023-01-09 20:38:21,Major Accident,GAR010,Coimbatore
CLM0706,POL218,CUST674,10,243958.0,207022.3213418254,2024-09-14 19:45:33,2024-09-23 19:45:33,Fire,GAR024,Bangalore
CLM0707,POL280,CUST650,14,152264.39999999997,49810.67459334531,2023-03-11 14:51:34,2023-03-18 14:51:34,Fire,GAR050,Madurai
CLM0708,POL383,CUST111,6,400943.89999999997,287893.7617199643,2023-10-08 15:31:11,2023-10-09 15:31:11,Theft,GAR027,Coimbatore
CLM0709,POL027,CUST474,4,424608.80000000005,254030.5165756853,2023-04-19 03:16:20,2023-04-21 03:16:20,Theft,GAR030,Madurai
CLM0710,POL043,CUST216,2,602165.7000000001,311703.2003258946,2023-03-07 13:59:14,2023-03-07 13:59:14,Major Accident,GAR047,Madurai
CLM0711,POL023,CUST795,12,137097.19999999998,44206.38026070719,2023-10-10 17:15:36,2023-10-18 17:15:36,Major Accident,GAR020,Chennai
CLM0712,POL261,CUST219,12,269171.99999999994,249520.49677540475,2023-05-11 08:48:42,2023-05-13 08:48:42,Major Accident,GAR028,Chennai
CLM0713,POL131,CUST335,3,635525.45,554803.9106562865,2024-04-26 08:07:36,2024-05-02 08:07:36,Theft,GAR017,Coimbatore
CLM0714,POL300,CUST534,6,667671.2,649414.0250360182,2024-08-17 05:08:04,2024-08-25 05:08:04,Fire,GAR034,Chennai
CLM0715,POL381,CUST478,7,222325.34999999998,194614.82630587343,2023-03-16 17:24:53,2023-03-21 17:24:53,Self Accident,GAR024,Bangalore
CLM0716,POL348,CUST676,12,249077.19999999995,80364.92276566783,2024-04-14 08:33:38,2024-04-17 08:33:38,Major Accident,GAR023,Bangalore
CLM0717,POL350,CUST502,8,577203.6,205282.8776831885,2023-08-26 11:28:57,2023-09-03 11:28:57,Flood Damage,GAR047,Madurai
CLM0718,POL152,CUST683,2,369326.7,247854.12203297345,2024-03-06 12:41:23,2024-03-11 12:41:23,Major Accident,GAR021,Chennai
CLM0719,POL325,CUST218,13,132407.8,98667.41310342951,2023-06-15 10:24:32,2023-06-23 10:24:32,Minor Accident,GAR022,Chennai
CLM0720,POL339,CUST007,9,543076.05,221661.90958868456,2023-01-11 12:03:07,2023-01-17 12:03:07,Major Accident,GAR034,Chennai
CLM0721,POL059,CUST587,9,331985.5,294133.55277640355,2024-05-14 20:41:30,2024-05-19 20:41:30,Theft,GAR033,Bangalore
CLM0722,POL031,CUST565,13,226926.69999999998,120966.2915491048,2023-11-13 17:04:35,2023-11-16 17:04:35,Minor Accident,GAR026,Bangalore
CLM0723,POL246,CUST626,0,461354.0,436082.0629796733,2024-06-08 05:29:51,2024-06-09 05:29:51,Theft,GAR020,Chennai
CLM0724,POL032,CUST402,6,452215.39999999997,331293.51380199275,2024-04-27 14:36:38,2024-05-06 14:36:38,Major Accident,GAR032,Bangalore
CLM0725,POL193,CUST108,8,304682.39999999997,177760.0019161913,2023-08-23 12:57:01,2023-08-30 12:57:01,Major Accident,GAR030,Madurai
CLM0726,POL165,CUST279,13,264418.35,226372.15631652923,2024-11-11 05:30:02,2024-11-20 05:30:02,Theft,GAR018,Chennai
CLM0727,POL387,CUST509,7,551248.7499999999,343948.1434734588,2024-06-23 06:23:07,2024-07-01 06:23:07,Flood Damage,GAR048,Coimbatore
CLM0728,POL072,CUST013,6,566374.2,407333.26611504453,2024-03-19 19:51:06,2024-03-21 19:51:06,Minor Accident,GAR007,Chennai
CLM0729,POL286,CUST486,2,441876.60000000003,256286.80824608076,2023-11-24 02:20:15,2023-12-01 02:20:15,Minor Accident,GAR020,Chennai
CLM0730,POL044,CUST192,2,285292.8,264668.57835388876,2024-10-27 03:06:57,2024-10-29 03:06:57,Minor Accident,GAR003,Chennai
CLM0731,POL364,CUST700,1,796157.95,713261.2887944405,2024-06-13 11:09:59,2024-06-20 11:09:59,Self Accident,GAR036,Bangalore
CLM0732,POL108,CUST025,10,206034.5,79079.47159869973,2024-03-09 12:36:23,2024-03-13 12:36:23,Theft,GAR017,Coimbatore
